プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
3日目,羊飼いカタリナ,人狼,【どうか霊ロラは完遂してください】これが私の最後の言葉です。
3日目,仕立て屋エルナ,村人,希望を無理やり出すなら●オットー○ディタ。オットーはちょっと今の私には黒を拾えない。白ならこれ以上ない見方だと思う。片黒もらったらまた考えることになるが・・・ディタはもしこんなに票が集まってなければぜひ占いたい。明日は灰考察に力入れる。
4日目,少年ペーター,霊能者,クララ、カタリナお疲れ様。霊視結果は【カタリナ人狼】だったよ。占い先確認。判定待ち。
4日目,青年ヨアヒム,狂人,クララー！？灰を削ったのか･･･占い発表します。【ディーターは人間】でした。占った理由は>>776の通りです。あとみんなの希望も多かったので。ディーター超うたがってごめんなさい。。。
4日目,少女リーザ,占い師,それじゃ、きょうはパメラお姉ちゃんだね。うーんと、きょうはまえのとそっくりなかんじで、やってほしいのー。こうやってこうやって・・・そうやるの。じゃ、よろしくね。でーきたっ！おつかれさまー。きょうは「マユタンノカンフー」にしてみたよ。うん、じょうずに・・・あれ？こんなところに耳としっぽなんてかいたっけ？・・・あ、もしかして！【パメラお姉ちゃんはじんろーさん】なんだね！
4日目,少女リーザ,占い師,＜・・・あ、や、やったああああああ！人狼さん、見っけ！パメラお姉ちゃんを占った理由はね、昨日のライン察の結果から、なの。ここ白狼だったら怖いかな—って思ったから。エルナお姉ちゃんと迷ったけど、結局パメラお姉ちゃんにしちゃった。エルナお姉ちゃんは、カタリナお姉ちゃんから言及があったしね。＞
4日目,負傷兵シモン,狩人,【占い結果把握】【霊結果把握】そして・・・【クララああああああああああああああああああ！！！！！】クララああああああああああああ！！パメラはCOあるのかないのか。
4日目,村娘パメラ,人狼,【妙→私黒、青→者白判定確認】しました。妙が偽だったとは驚きました。GJ出た所なので。長の指示通り【狩人CO】します。護衛先は【妙（GJ）→妙】でした。護衛理由は普通に真占っぽかったから→GJ出たし真占だろうから鉄板護衛ですね。
4日目,少女リーザ,占い師,＜【ペーター君とヨアヒムお兄ちゃんの判定、確認したよ。】やっぱり、ヨアヒムお兄ちゃんが狂人さんなんだね。・・・って、く、クララお姉ちゃああん！んー・・・人狼さんが厄介だと踏んで襲撃したのかな・・・お墓の人にこれあげる。つ[ゴシックな似顔絵][現代アートな似顔絵]取り敢えず、リズ視点でも残りはＬＷだけなの。絶対に、見つけちゃうからね！それじゃ、今日はもう寝ます。お休みなさい。＠１７＞
4日目,行商人アルビン,村人,【霊判定：ペタ→リナ黒判定】【占判定：ヨアヒム→ディタ白、リザ→パメ黒】確認。【パメ狩人CO＆護衛履歴】確認。カタリナ、クララさんお疲れさまだよー。つ【子羊の写真】【百科事典】　村長いるのはうれしいけどクララさんがあ・・・＼|書屋神娘旅商者年羊服　兵　《3d希望表》占|者者旅者者旅兵者屋屋＿|旅旅者兵兵者旅旅服者他の狩人COどうする？シモンは反対なんだよね。僕は村長の返事待ちたい
4日目,旅人ニコラス,村人,【ペタさん→リナさん人狼判定確認】しまシタ。【ヨアさん→ディタさん白、リズさん→パメラさん黒確認】しまシタ。クララさん…！！クララさんにはステキな（かどうか分からない）ものヲ…つ[等身大シモン人形]【パメラさん狩CO確認】しまシタ。僕もヴァルさんの判断を待とうと思いマス。
4日目,負傷兵シモン,狩人,>>859ふーん。パメラ視点狂人でGJねぇ。ヨア真なら昨日守られてる可能性低いんだし普通にヨア抜かれてたと思うんだけどなあ。まあこれで俺にとっては完全にリーザ真で確定したわけだな。パメラが村人ならここで狩人COはないわ。【対抗狩人CO】起きたGJはリーザ。ああGJじゃない可能性もあるか。まあいいリーザ鉄板で守ってた。
4日目,旅人ニコラス,村人,と思ってたら【シモさんの狩CO確認】しまシタ。2COなので、僕も回しちゃいますネ。【僕は狩人じゃありまセン】ただの植物…じゃなくて、性別不詳の旅人デス。
4日目,少年ペーター,霊能者,【占判定結果確認】リーザＧＪだよ！クララ襲撃はあまり灰が狭まった感じがしないけど、これで狼はＬＷだけだね。で、パメラが狩ＣＯしてるけど、個人的には村長狩人に期待。
4日目,仕立て屋エルナ,村人,【色々確認】クララが・・・お疲れさんアル>>【狩人COが出たら灰と片白→確定白（生きてたら私）の順にすぐ狩人対抗COを回す事】って言ってるしこれ回せばいいんじゃないか？一応待つが・・・
4日目,負傷兵シモン,狩人,明日俺が噛まれてその次でリーザが抜かれる。今日パメラ吊って、残り4手でヴァルター　アルビン　ジムゾン　オットー　エルナ　ニコラスの中からLWを見つければ村の勝ち。明日リーザが占い出してくれるから一人は白確定だ。ヨア真視点なら俺がLWなのでペーターと俺吊って終わり。これはもう割と狼サイド詰んでるな。俺噛んだら破綻。リーザの占いが優秀だった。ナイス。
4日目,村娘パメラ,人狼,これで【妙→狂、年修→狼、青羊→真】が確定しました。今にして思うと年の目論見は「青が修に黒出しした時点で妙狂は分かっていたがその後の青の反応の気負い（>>421）で偽視されたのを利用して自分が生き残る為に3dに妙を襲撃、青羊の信用を下げて真決め打ちを勝ち取ろうとした」のではないかと思います。ヨアヒムさん、あなたが真だったんですね。２人で頑張りましょう。そして【兵の対抗CO確認】しました。
4日目,ならず者ディーター,村人,【とりあえず全部確認】俺はどういう反応するのが正しいの?俺妙真に近いと思ってたけどヨアが俺に白出ししたってことは素直に喜べないよなぁ。とりあえずクララさんお疲れ様でした♪あと対抗だが【俺は狩人じゃないぞ】
4日目,行商人アルビン,村人,【シモンの狩人CO＆護衛履歴】確認。二人とも護衛先は一緒か。もうね、ここの村の夜明けは強烈。村長の意見に反対だったシモンがCOしてるから、昨日の村長の指示通りでいいよね。【僕は狩人じゃない】リーザ・ペーター・シモン陣営とヨアヒム・カタリナ・パメラ陣営ね。■1.占霊考察（狩人含める？）■2.灰考察村長勝手にはったよー。いらなかったらごめん。吊りは霊ローラー？今日は寝るよー。おやすみ
4日目,旅人ニコラス,村人,兵>>867ヴァルさん確白ですヨ。これでもう一人COあったら笑えて楽しいんデスけど。狩2CO前提で、残り5手。灰は片白含めて6名。今日は狩吊らずに、それぞれクロス護衛鉄板させて、灰吊が一番いいような気がしマス。まあ、手数苦手なので穴はあると思いますガ。占師抜かれたら偽狩決定（GJ狙ったなんて言い訳は必要ないですシ）で吊って、残り吊手を灰に注げばいいんじゃないでしょうカ。
4日目,旅人ニコラス,村人,とまあ、この辺はヴァルさんの方が詳しいと思いますので、ヴァルさんに丸投げさせていただきますネ。頼りになる村長サンですカラ！といいますか、僕はずっとジムさんが狩だと思ってましたCO（まだジムさんは何の反応もしていませんガ）。シモさんは狩COしたがっている狼かなとも思っていましたCO。このあたりで、失礼させていただきますネ。起きていたら狩3人目が出ていますようニ…。
4日目,仕立て屋エルナ,村人,とか言ってたら【シモン狩人CO確認】【私は狩人なんかできない】シモン>>村長は確定白だぞ。色々考えたいが眠いから寝る。
4日目,村娘パメラ,人狼,これで【兵年修＋妙】の狼陣営が判明しました。今日はこの４人の黒要素と青羊の真要素を探して来ます。とりあえず今はもう寝ます＠17
4日目,負傷兵シモン,狩人,整理しておくか。ヨア真視点ではリザ狂(パメラが妙GJと言っている)。つまりペーターと俺が狼。俺狼でこの場合狩人対抗する意味あると思うか？信用取れなかったら100％詰むのに。リザ真ならパメラ狼俺狩人。残り灰(ディタ　アルビン　オット　エルナ　ニコラス　ヨア)にLW。リーザがあと一回占えるので選択肢は減るな。黒出たら完全に詰み。ヨア狼も一応あり得るのか・・・割と楽観できるわけでもなかった。@16
4日目,ならず者ディーター,村人,俺としては俺に白出ししてくれたヨアを信じたいが難しいな･･･。とにかく今日は酒飲んで寝るぜ。
4日目,負傷兵シモン,狩人,>>871あ。そうだな。俺視点というか村視点ならパメじゃなくて灰吊りの方がいいな。どっち真でも。今日灰吊り明日ヴァルタ噛まれて灰占い。LW候補が明日5人になってパメと俺の信用勝負になる。リザが黒見つけたら詰み。灰吊りで俺噛めば明日パメ吊り。LW候補5人。リーザ噛んでも狼側詰んでる。そしてまた間違えてた。LW候補ディタ　アルビン　オット　ジムゾン　エルナ　ニコラス　ヨア
4日目,少年ペーター,霊能者,シモンの対抗ＣＯも確認。シモン狩人なら、シスターのＣＯを気にしていた（>>420）のは納得だよ。今日クロス護衛で霊ロラだと普通にシモン襲撃されると思うけど、その場合のシミュレート。片白のディタは灰扱いで、▲は襲撃先ね。4d：白占占狩狩霊灰灰灰灰灰灰　●灰▼霊▲狩5d：白占偽狼灰灰灰灰灰白　▼狼▲占6d：白偽灰灰灰灰灰白　▼灰▲白7d：偽灰灰灰灰白　▼灰▲白8d：偽灰灰灰
4日目,少年ペーター,霊能者,つまり、今日の占いでリザが黒を引けなかった場合、吊りミスは事実上２回しかできない。最終日のＬＷは狂人の自殺票に合わせてランダムＰＰに持ち込めるし、そもそも灰の村人がＬＷに票をそろえられる保証はないからね。なので【クロス護衛するなら灰吊りを希望】するよ。リザがもう一度黒を引ければ問題はないのでパメラの発言は洗い直すけど、機械的な霊ロラは考え直してほしいな。それじゃおやすみ。
4日目,パン屋オットー,村人,息を吸って…深呼吸、すーはーすーはー…せーのっ…。リズGJ！！！もう一度言う、リズGJ！！！！！！何この神展開、リアルタイムで見れなかったなんて僕残念過ぎる！【狩人じゃないよ】色々確認。リズ初回襲撃ほぼ確定。ペタ狼無い、お子様ライン確実ｗパメ>>868初日はともかく2dはリズ真要素強めだったし、そもそも白出し護衛がセオリー。リズ護衛率が高いのは明らか。
4日目,パン屋オットー,村人,ならそんな狂リズ食いで信用云々やるよりも、真ヨアあっさり噛めば良いのに～。そしてペタはヨアにライン合わせて実質1-2陣形(リズ偽確で切り捨て)の方が確実に生き残れる。ペタリナなら圧倒的にペタに真視付いてたのだから。お子様ライン真視が強かったのは、ヨアの偽視なんてほぼ関係無い。それよりも圧倒的にペタが真だったからだよ～。ヨアが悪いじゃなくて、ペタが化け物だった。これ大切ｗ
4日目,パン屋オットー,村人,リズのパメ黒は狂にしては冒険しすぎ。占い先としても説明めんどくさいし（リズはしっかりライン考察出してるけど）それでも万一誤爆したらどうするのさ。そしてヨアのディタ白は狂としてとても正しいですｗニコ>>872ジム狩臭いに同意。超同意。だから占希望外したのにこのやろーｗ村として超安全策は、ペタ吊り→パメ吊り（食われればシモ吊り）だけどさ…ペタ吊りたくないんだけど～。灰吊ろうよ～。
4日目,パン屋オットー,村人,忘れてた！クララ～。なんで食われてるの君？村から最白評価だったけど、灰だよ君…ここ村長か狩鉄板でしょ普通…。クラ普通に非狩だったと思うけどなー。そして今更ながら、リデルとリナもお疲れ様。女の子ばかり消えていくよこの村！誰こんな男祭りの呪いかけたのは！？クリスマス独り身になれ…の呪いだね、そうなんだね！ていうか投票CO壊したの僕じゃん確実に…昨日はごめんね。読んでくるね～。
4日目,村長ヴァルター,村人,おはよう。【私は狩人じゃないよ】【本決定▼パメラ●自由】シモンの計算で合ってる。【シモンはリーザ鉄板護衛。パメラはお好きにどうぞ】 言うまでもないと思うけど。驚いたね。まずはクララ、カタリナお疲れ様。GJ先は予想通り。
4日目,村長ヴァルター,村人,昨日、自分襲撃される可能性高いからうっかり占い希望出してなかったけど、私も●パメラ希望でした。今鳩なので理由は面倒だから書かない。今日のパメラ吊りは理由いらないね。ヨアヒム側は人狼全部発見したので仕事終了。後はリーザ側のLW見つけるだけ。シモン襲撃されればヨアヒム側偽確定なのでリザペタは吊らなくて良い。確定白扱い。
4日目,村長ヴァルター,村人,現在12名残り吊り5回。明日シモン襲撃されて10人になれば、確定白はリーザ、ペーター、ヴァルター、明日のリーザの占い先の4人に加え、状況から狂のヨアヒム。灰は5人。ヨアヒムを最終日前に人狼の可能性も考えて吊るなら灰に使える吊り手は3。
4日目,村長ヴァルター,村人,灰吊り案も出てるけど、外して占いも白だと結局パメラ吊らないとならないので灰吊りできる回数は変わらない。ならリーザの黒引きに期待した方が効率良いし確実。ヨアヒム側真は明日シモン襲撃されなかったら考えれば良い。完全にラインは出来てるから、昨日のリーザのライン読みからパメラ当てみたいに灰からかなり絞れると思う。
4日目,村娘パメラ,人狼,長>>884→方針了解しました。もうLWまで見つかっているので青はお役目終了のため私が青を護衛する必要もありませんし、村の戦術的に今日私吊りは仕方ないかと思います。しかし今日私が吊られて兵が襲撃されなかった時は、狼の兵年を吊ってもらわないと困ります。それで村勝利でエピに入れますので、どうか年兵妙に惑わされずに吊りきって下さい。今日はまず、何故兵がここでLWに関わらずCOしたのかを説明します。
4日目,村娘パメラ,人狼,一言で言うと、「勝負をかけに来た」訳です。まずLWだった兵は>>845の希望で統一占いでも割と名前が上がっている黒位置にいました。更に、>>850の青のGSから自由占いでいつ占われてもおかしくない状況にあったとも言えます。つまり兵は占われる前に自分から出て、「まさかLWならここでCOするメリットはないししないだろう」と村に思わせて真決め打ちを取ろうとした訳です。COはリスキーという意見も
4日目,村娘パメラ,人狼,ありますが、青に占われて黒出されたら間違いなく吊られるのであの立ち位置での潜伏も充分リスキーです。後は村に「狼側はほとんど詰み」と詰みをちらつかせて村を操る戦術です。「自分が襲撃されたら相手の戦略が破綻するから自分は襲撃されない」と、明日生きている理由づけも出来るので、むしろ兵がここで出てくるのは当然とすら言えます。これが兵が今日出てきた理由です。
4日目,村娘パメラ,人狼,昨日私は青が偽、年が真という姿勢を強めて考察した（>>719～>>724）のは妙でGJが出たので「ほぼ間違いなく妙真」と誤認したからです。今日妙が他でもなく私に黒を出して来たのは確白の長や商屋服辺りは吊れないので喰うしかないと判断し、喰いきれない村人で吊りにくい位置にいた私に黒出しする事で最終日付近で厄介そうと思った私を吊らせようとしたのだと思います。昨日長がどちらかの占い師が黒を出したら
4日目,村娘パメラ,人狼,狼３人の修年兵のラインについては、修から年兵、というより黒出しされた青についてとかろうじて書について位しか他の人に対してのコメントはほとんどされていません。修は不慣れ狼だと考えますが、不慣れから素白く見られるのを期待して赤では放置していた、あるいは修が赤で寡黙だったのどちらかだったんじゃないかと考えています。修は黒出された青に対して>>431や>>441で黒塗りしていますが、
4日目,村娘パメラ,人狼,内容は根拠が弱く印象論に過ぎません。昨日の私は妙でGJから修も人だと思って修の発言を素白いとしていましたが、ただの黒塗りでしょう。修はこれ以上見てもしょうがなさそうなので年兵と妙に視点を移します。この３人は発言も多いので、今から離席する事もあってまた午後辺りに精査しようと思いますが、昨日>>736で私が突っ込んだ年>>660は今考えると完全に妙襲撃をした狼の視点漏れです。
4日目,村娘パメラ,人狼,年真なら妙襲撃を知りうるはずがない上、現在に至るまで年からこれについて何も触れていません。>>737で兵が質問しているにも関わらずです。ここに強い年兵ラインがあります。兵は長の「襲撃考察禁止」を利用して村の意識がここに行く事を>>737で防ぎ止めようとしたのです。現にここまで明確な視点漏れにも関わらず今まで村で特に議論されてすらいません。更なる黒要素探しと青羊の白要素探しはまた後で＠10
4日目,村娘パメラ,人狼,あ、すいません。>>891と>>892の間にこれを入れて下さい。昨日長がどちらかの占い師が黒を出したら吊るというのも今日の私への黒出しの追い風になったのでしょう。私を狩人と見て私を占い先にしたかは私には分かりません。では失礼します＠９
4日目,村長ヴァルター,村人,＞パメラもちろん、私はシモンが襲撃されるまでヨアヒム側真の可能性も捨ててはいないよ。明日シモンが襲撃されれば完全にヨアヒム側真の可能性は捨てるのでリーザ、ペーターは吊らない。ちなみに、人狼が初回意図的襲撃ミスした可能性もあるのでリーザは完全に人間確定はしてないけど、状況からヨアヒムと共に占い師真狂、霊真狼と考えて良いと思う。
4日目,村長ヴァルター,村人,分かってると思うけど一応【ヨアヒムは今日はリーザかペーターを占って下さい】今言った意図的襲撃ミスの可能性もあるのでヨアヒム視点での人狼陣営を確定させるため、リーザとペーターのどっちが白かを確認させます。今日のリーザの占い先は自由だけど、投票COも遺言COも必要ないね。ちゃちゃっと明日夜明け第一声で結果言って下さい。村の皆はリーザが一発で黒引き当ててもらえるよう、頑張って人狼探しましょう。
4日目,神父ジムゾン,人狼,う、うぼあ・・・おそようございます、皆様。昨日は戻ってこられずすみませんでした。そしてついさっき、ものすごい頭痛とともに目が覚めました。ぎぼぢわるい・・・これが世に聞く二日酔い・・・？ただ、クリスマスパーティーじゃなく忘年会だったとだけは言っておきます。うええ。で、えらいことになってますね。こんなにハッキリしたライン戦見たことがないかもしれません、ボク。
4日目,神父ジムゾン,人狼,妙年真なら、リザさん超ＧＪですね。素晴らしい。で、娘兵狩ＣＯですか。んーぱっと見兵が狼なら対抗する意味がないように見えますけどね。とりあえず、大変申し訳ないのですがまた一旦ちょっと寝てからおしゃべりさせていただきます。昨日いただいた質問もちゃんと後程。で、あー、クララさんが・・・。これはショックですね。大好きでしたよ、あなたには村にいて欲しかったなあ。ではまた後程。
4日目,行商人アルビン,村人,おはよう！僕も議題があるほうが好きなんだよー。■3を追加するよ。あと、クララさんへのお供え変更。つ［シモンの写真集］■1.占霊考察（狩人含め？）■2.灰考察■3.占希望12>10>8>6>4>2　5手村長＞今日は灰吊りを希望したいよー。どっちが真占でも、100％確実にあと1回は占の答えを聞けるから。真狩は襲撃されるだろうから、明日残った狩人を吊っちゃえばいいと思った。何か抜けてる？
4日目,負傷兵シモン,狩人,【パメラ吊り了解】【リーザ護衛バッチリ】今日始まった瞬間から合わせてる。ヨア真視点はもう狼全露出だからパメラ吊りでもなんの問題もないな。ジムゾンの>>898>>899の反応はパメラが狩人COしたこととかと考えるとめっちゃ白い気がする。屋の反応も白いかな。娘>>891で商屋服は吊れないって言ってるのは仲間とのラインか？商服のどっちかがLWかもしれない。そこで名前出してない旅も怪しいといえば・・
4日目,負傷兵シモン,狩人,者>>869>>876もこれLWで言えたらなんか尊敬してしまうかも。もうすぐ警備のアルバイトで更新寸前まで帰ってこれないので、一応印象のGSだけ出しておく。【黒】商＞旅＞服≧屋＞者＞神【白】【青は狂】屋はなんか最初から白すぎて逆に怖いので真ん中に持って行ってみた。ではさらばだ。俺もクララの元へいくことだろう。待ってくれクララ・・・今そっちに行くよ・・・
4日目,行商人アルビン,村人,ヨアヒム狂人の目が大きいから、パメ吊られたら、どっちの陣営が狼でもあえてヨア襲撃する可能性ちょっとあったりするかなーとも思った。混乱目的で。リーザから見た灰6人：ディーター、アルビン、ジムゾン、オットー、エルナ、ニコラス灰吊りにしたら、残り5人が占対象になって、リーザが黒引ける可能性が高くなると思ったよー。今日もギルドのボス来たよー。でも、灰考察は絶対出す！議事録行ってくるー。
4日目,ならず者ディーター,村人,よっす!今墓行ったらハーレムだなんて縁起の悪いこと想像しているならず者だぜ!!【パメセット完了】パメ吊りに依存はないぜ。とりあえず議題に答えるのは後でだな。また後でくる。
4日目,少年ペーター,霊能者,こんにちは。まずは【本決定了解だよ】■2.灰考察は例によって少しづつ落としていくよ。エルナ：質問（>>780）に対する回答（>>790）ありがとう。ライン予想できなかった旨の回答で、確かに2dの能力者考察では真贋予想を明確にしていないので矛盾はないよ。（続く）
4日目,少年ペーター,霊能者,ただ、昨日の占希望（>>853）には違和感を覚えたかな。1d2dでは占希望は黒狙いっぽかったのに●屋は白狙いっぽくてスタンスのブレを感じたし、そもそも自由占いで白狙いするメリットがよく分からないからね。状況的には、カタリナが昨日占第２希望に挙げていたのをどう解釈するか、だね。カタリナはライン切りをしなさようなタイプに見受けられるのでその点は白要素だけど、発言的には黒要素を感じる部分があるよ。
4日目,少年ペーター,霊能者,ディタ：状況的には白要素がアップしてきたように感じるよ。理由は、僕視点狼のパメラとラインが切れているように見えるから。パメラの占希望は1d●尼○兵、2d●長○者、3d●者○兵でディタ以外は（僕視点）全員白。ディタについては仲間切りの可能性がないわけではないけど、ディタは結構●票を集めていたので白印象稼ぎとしてはあまり効果的ではないと思うよ。
4日目,仕立て屋エルナ,村人,また遅くなった。ここは踏ん張りどころだね。今日は17：00から21：00まで発言できなくなり、21：00からも鳩だけなんで先に思考を落としていくよ。先に灰考察か。ペタリザ真として見たときの考察を落とすよ。単体で白黒見えないのでラインで考察ジムゾン：初日は質問多め。カタリナに対して>>224でまとめはできるかと質問。両狼でこの質問がでるのは微妙。真霊出るのはわかっているんだし。2ｄ>>471パメ
4日目,仕立て屋エルナ,村人,白狼ならここか発言。これも神娘両狼だといいにくい。ライン切りにも思えるが、村全体の娘評価は全体的に白かったんだし言わなくていい。娘羊は特に神と切れるような発言はない。3ｄは神娘お互いに灰評価。ただし切れている評価ではない。能力者考察は年尼白視によりバッサリ青羊切り捨て。これは村でも狼でもできるか。通してラインは切れてないが、神狼だと言いにくい発言もあり。ニコラス：旅から娘評価は今まで一貫して
4日目,仕立て屋エルナ,村人,白印象。対して娘から旅は徐々に印象が下がっているが切れてはいない。羊から旅へ2ｄに○がでている。羊のこの時●は村長だがここの評価の違いがよくわからず。2ｄは旅村者に票が集まっていたのでかばっているようにも見える。総じてここでのラインはありうると思う。旅は結構占われる位置にいたのであまり強く切ると占い対象になりうるしな。アルビン：商1ｄ2ｄでまとめ希望として○娘を挙げている。うーんこれは逆に切れ
4日目,仕立て屋エルナ,村人,ているように思える。商は発言力があったので、下手に名前を上げなくてもいいような気がするね。まとめ役を欲しがっている人も何人かいたし、いざ乗っかられてパメラ占いで黒出しされたら本末転倒だしね。あと初日からのジムゾンロックオンも狼ならやりにくいかね。羊とは>>280で結構切れているように感じる。まだどちらにも村の評価は傾くのに霊あぶり出し知れるように思うとか言わなくてもいいと思う。ここはラインないよう
4日目,仕立て屋エルナ,村人,な気がするよ。オットー：全体的に切れてると感じる。>>400>>630での娘評での狼でもできる発言。オットーも発言の影響力は強いほうだったし、本人も自覚していたのでこれは言いにくい。また>>689でペタの真決め打ち希望なども狼なら言いにくいし、リザから黒出されたらあとからどうやってリナをフォローするつもりなのかってなるしね。そこまで考えての発言かとかないだろう。めんどくさすぎるしな。ここもライ
4日目,仕立て屋エルナ,村人,ンはないと思うよ。ディータ：これは難しいね。気になるのは>>588とか>>793の娘単独感という考察>>760>>761>>839で一応答えているんだがよくわからん。感覚の違いなのかこれが娘を擁護しているように見えて仕方ない。さすがに考えすぎなのだろうか。娘に占い希望として挙げられているのは、者の立ち位置を見たら自然。あそこで不自然に擁護をしたらラインじゃないかと思われるだろうし。者娘で狼があ
4日目,仕立て屋エルナ,村人,るならたぶん今日娘は占われる予定じゃなかったはずだと想像。結論として娘羊青が人外だとしたら、屋商は狼はなさそう。残る旅者神で考えたら神＞旅≧者であると思う。ついでに気になったのが羊>>813の白狼大王級で娘司商が入っていないこと。ここはカタリナの灰考察が少ないので何とも言えないが。次は年尼兵-妙で考えるか。しかしこれで考えると一番に疑問に思うのはなんで年が霊を騙ったのかだね。兵は全体的
4日目,仕立て屋エルナ,村人,に忙しいらしく下手したら占い吊りに持って行かれる。霊も占いに比べて生き残りやすいが、それでも厳しいものがある。わざわざ年が騙りにでる必要性があまり見えてこない。さらに、確かに兵は占い吊りに当たりそうな位置にいたが狩人騙ったほうが生存率が低いだろ。生き残る手段としては微妙だ。今日のクララ襲撃もあるし総じてリスクが高い事ばかりやっていると思う。ここまで書いての結論はリザペタが真かなと思うってことだ
4日目,仕立て屋エルナ,村人,。やっぱり年尼兵で年が霊を騙るのは微妙だし、シスターの白さあるしな。今日は灰吊りでもいいような気がするんだがだめなのか？どちらにせよパメラはいずれ吊りなんだが、リザがあと一人黒ひけばいいし、灰狭めの意味でも灰吊り希望。狂希望を出すとしたら●ニコラス▼ディータで頼む。ここまで書いて時間切れだ。あとはしばらくは見れないし、発言もできない。また21：00以降に来るよ
4日目,村長ヴァルター,村人,＞アルビンヨアヒム側が襲撃されることは今後一切ないよ。パメラもヨアヒムも100%襲撃されない。襲撃されればヨアヒム側真がばれるし、ヨアヒム側の人狼は全員表に出てるので吊って村勝利になる。そもそもヨアヒム側真ならシモンが表に出ること自体おかしいんだよね。シモン襲撃されなければ疑われること必死なのに。普通にパメラ→ヨアヒムと襲撃しておけば良い。
4日目,旅人ニコラス,村人,オソヨーゴザイマス。今日はみかんがオイシイ気候ですネ。あっという間に三つぐらい食べちゃいまシタ。【本決定確認】しまシタ。私としてはクロス護衛してもらって、あわよくば真狩襲撃による陣営決定、もしくは今日ヴァルさん襲撃明日灰襲撃を望んでいたのですガ、今村>>917見まシタ。そうですネ、その通りですネ。かなり妙年兵真に傾いていますノデ、パメラさん吊セットしまシタ。てことで、潜ってきマス。
4日目,神父ジムゾン,人狼,お水沢山飲んであったかくしてスマイルマートに納品されたすき焼き弁当食べてちょっと落ち着きました。はー、酒は飲んでも飲まれるな。狼吊っても吊られるな。恐ろしい世の中です。で、ごめんなさい、出し忘れてましたね。【ボクはもちろん狩人じゃないッス！】【▼パメさんセット済みッス！】【自由占い賛成ッス！】昨日の後半議事録読んでる途中ですが、
4日目,村長ヴァルター,村人,＞エルナ 16:20今日は確実に人狼側を吊れるであろうパメラ吊りでいくよ。灰吊りは２回しか失敗できないので大事にいきたい。人狼側を１人にして戦力を削ぐのも目的。リーザが人狼引けなかったら私が明日、頑張って見つけて吊ればいい。
4日目,神父ジムゾン,人狼,>>810（青＞「▼羊セット済」）ってなんかものすごいうっかり自爆に見えるんですが。皆さん、コレほぼ偽占に見えないですかね？それにしても村長さんがちゃんと中立で見れてるのが偉いなあと思います。では潜って来ます。（旅屋がボクを狩と見てたって言ってますが、へええですね。でもボクも実は一番最初だけニコさんに狩の可能性見てましたよ、質問の回答もらってすぐ打ち消しましたけど。これって両想い？）
4日目,行商人アルビン,村人,村長＞お返事ありがとう。パメ狼がヨア狂襲撃ってあるかなと思ったんだ。ドS狼っぽいけど。シモンのこととか納得だよー。【▼パメにセット完了】■2.灰！◆エルナ>>232「多弁が狼の場合～」は自身が多弁域に含まれるので狼なら言いにくい。>>729>>730のヨア考察もヨアと切れてる感じ。3dカタリナから〇希望だけど、あれは唐突な印象で判断に困る。★オットーの擦り寄り印象は今はどう感じてる？
4日目,行商人アルビン,村人,◆ディーターエルも>>837言ってるけど、>>792シモ評は確かに斬新。占吊希望がディタに集まるなか、普通と見てくれる人は貴重。それで3d●シモは狼なら難しい。>>794「自分を黒視してるからまっとう」とかも。自分の黒扱いを冷静に見てる様子や>>839のしっかりした返事と、考察の薄さが合わないような。今日の考察期待！☆>>800返事ありがとう。追加★まとめ狙いで、シスター1d〇希望の理由は？
4日目,旅人ニコラス,村人,とりあえず、ライン考察になってるかわかりませんが、狩人考察デモ。シモンさん＞狩人保護の人（>>494>>643）。兵>>420でリデルさんに対してCO確認。2dは妙真青偽視。3dGJに対しては薄味反応。狩透けを気にしたのカナ？十分狩人臭かったと思いますケド（笑）>>737は昨日の灰考察で言ったけど、気になってたトコ。これ見て狼の狩CO（占われて黒判定）の布石かと思ってまシタ。
4日目,旅人ニコラス,村人,>>858もパメラさんに対してのCO確認。の上での狩CO。シモンさん狼なら確かにここで出てくる理由が分かりませんネ。ペタさんは信用あるといいつつも霊ロラされる確率高いですし、それなら2d時点占内訳分かっていたんだから、さっさとヨアさん襲ってリデルさん確黒の残り能力者に吊手３使った方が有効じゃないかなト。幸い私やディタのように怪しい灰はいるから、そこ吊って逃げ切る方が勝ち筋ありそうな気がしマス。
4日目,旅人ニコラス,村人,パメラさん＞2dは妙真青偽視。3dGJに対しては喜び。>>736は昨日も言いましたが鋭いなと思いまシタ。陣営が分かれた現状、ペタさんを落とそうとする第一歩だったのかなト。>>868はオトさんの意見>>880>>881にまるっと便乗。>>889から続く考察はさすがパメラさん！て感じですネ。あとはまったく狩臭がしなかったデス。まあ、私のセンサーはジムさんに向いてたとゆーポンコツですガ。
4日目,旅人ニコラス,村人,状況から真シモンさん、偽パメラさんだと考えていマス。今日のリズさんによる●パメラさんはかなり想定外の出来事だったんじゃないかなと思いマス。多分LWはかなり焦ってるんじゃないかなぁト。それを思うとディタさんLWはないカナ。占われた当事者なのに注目されてなくて呆然としているといった感じを受けマス。オトさんも本当に単に私と相性が合わないだけの人かと思ってきまシタ（！）
